区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,1214400A6067,リドカイン塩酸塩,０．５％１０ｍＬ１管,局,,,リドカイン塩酸塩注０．５％「日新」,日新製薬（山形）,後発品,,,104,,
注射薬,1214400A6083,リドカイン塩酸塩,０．５％１０ｍＬ１管,,,,リドカイン塩酸塩注射液０．５％「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,100,,
注射薬,1214400A7055,リドカイン塩酸塩,１％５ｍＬ１管,,,,キシロカイン注ポリアンプ１％,サンドファーマ,,,,63,,
注射薬,1214400A7063,リドカイン塩酸塩,１％５ｍＬ１管,局,,,リドカイン塩酸塩注１％「日新」,日新製薬（山形）,後発品,,,104,,
注射薬,1214400A7080,リドカイン塩酸塩,１％５ｍＬ１管,,,,リドカイン塩酸塩注射液１％「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,100,,
注射薬,1214400A8051,リドカイン塩酸塩,１％１０ｍＬ１管,,,,キシロカイン注ポリアンプ１％,サンドファーマ,,,,84,,
注射薬,1214400A8060,リドカイン塩酸塩,１％１０ｍＬ１管,局,,,リドカイン塩酸塩注１％「日新」,日新製薬（山形）,後発品,,,104,,
注射薬,1214400A8086,リドカイン塩酸塩,１％１０ｍＬ１管,,,,リドカイン塩酸塩注射液１％「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,91,,
注射薬,1214400A9058,リドカイン塩酸塩,２％５ｍＬ１管,,,,キシロカイン注ポリアンプ２％,サンドファーマ,,,,77,,
注射薬,1214400A9066,リドカイン塩酸塩,２％５ｍＬ１管,局,,,リドカイン塩酸塩注２％「日新」,日新製薬（山形）,後発品,,,104,,
注射薬,1214400A9082,リドカイン塩酸塩,２％５ｍＬ１管,,,,リドカイン塩酸塩注射液２％「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,98,,
注射薬,1214400G1025,リドカイン塩酸塩,０．５％１０ｍＬ１筒,局,,,キシロカイン注シリンジ０．５％,ニプロ,,,,210,,
注射薬,1214400G2021,リドカイン塩酸塩,１％１０ｍＬ１筒,局,,,キシロカイン注シリンジ１％,ニプロ,,,,198,,
注射薬,1214400H1055,リドカイン塩酸塩,２％１０ｍＬ１管,,,,キシロカイン注ポリアンプ２％,サンドファーマ,,,,117,,
注射薬,1214400H1063,リドカイン塩酸塩,２％１０ｍＬ１管,局,,,リドカイン塩酸塩注２％「日新」,日新製薬（山形）,後発品,,,104,,
注射薬,1214400H1080,リドカイン塩酸塩,２％１０ｍＬ１管,,,,リドカイン塩酸塩注射液２％「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,後発品,,,100,,
注射薬,1214401A1019,リドカイン,０．５％１０ｍＬバイアル,局,,,リドカイン注射液,,,,,104,,
注射薬,1214401A2015,リドカイン,０．５％３ｍＬ１管,局,,,リドカイン注射液,,,,,155,,
注射薬,1214401A3011,リドカイン,１％１０ｍＬバイアル,局,,,リドカイン注射液,,,,,104,,
注射薬,1214401A3020,リドカイン,１％１０ｍＬバイアル,局,,,キシロカイン注射液１％,サンドファーマ,,,,110,,
注射薬,1214401A4018,リドカイン,２％１０ｍＬバイアル,局,,,リドカイン注射液,,,,,130,,
注射薬,1214401A4026,リドカイン,２％１０ｍＬバイアル,局,,,キシロカイン注射液２％,サンドファーマ,,,,156,,
注射薬,1214401A5014,リドカイン,２％５ｍＬ１管,局,,,リドカイン注射液,,,,,100,,
注射薬,1214401A5022,リドカイン,２％５ｍＬ１管,局,,,静注用キシロカイン２％,サンドファーマ,,,,155,,
注射薬,1214401A6010,リドカイン,１０％１０ｍＬ１管,局,,,リドカイン注射液,,,,,340,,
注射薬,1214402A1013,メピバカイン塩酸塩,０．５％１０ｍＬバイアル,局,,,メピバカイン塩酸塩注射液,,,,,133,,
注射薬,1214402A2010,メピバカイン塩酸塩,１％１０ｍＬバイアル,局,,,メピバカイン塩酸塩注射液,,,,,146,,
注射薬,1214402A3016,メピバカイン塩酸塩,２％１０ｍＬバイアル,局,,,メピバカイン塩酸塩注射液,,,,,183,,
注射薬,1214402A5019,メピバカイン塩酸塩,０．５％５ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,104,,
注射薬,1214402A6015,メピバカイン塩酸塩,０．５％１０ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,104,,
注射薬,1214402A8018,メピバカイン塩酸塩,１％２ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,104,,
注射薬,1214402A9014,メピバカイン塩酸塩,１％５ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,104,,
注射薬,1214402H1011,メピバカイン塩酸塩,１％１０ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,104,,
注射薬,1214402H3014,メピバカイン塩酸塩,２％２ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,110,,
注射薬,1214402H4010,メピバカイン塩酸塩,２％５ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,107,,
注射薬,1214402H5017,メピバカイン塩酸塩,２％１０ｍＬ１管,局,,,メピバカイン塩酸塩注射液,,,,,140,,
注射薬,1214403A1026,ブピバカイン塩酸塩水和物,０．１２５％１０ｍＬバイアル,,,,マーカイン注０．１２５％,サンドファーマ,,先発品,,125,,
注射薬,1214403A2022,ブピバカイン塩酸塩水和物,０．２５％１０ｍＬバイアル,,,,マーカイン注０．２５％,サンドファーマ,,先発品,,143,,
注射薬,1214403A3029,ブピバカイン塩酸塩水和物,０．５％１０ｍＬバイアル,,,,マーカイン注０．５％,サンドファーマ,,先発品,,188,,
注射薬,1214403A4025,ブピバカイン塩酸塩水和物,０．５％４ｍＬ１管,,,,マーカイン注脊麻用０．５％高比重,サンドファーマ,,先発品,,318,,
注射薬,1214403A5021,ブピバカイン塩酸塩水和物,０．５％４ｍＬ１管,,,,マーカイン注脊麻用０．５％等比重,サンドファーマ,,先発品,,318,,
注射薬,1214404A2035,リドカイン,１％２００ｍＬ１袋,局,,,リドカイン点滴静注液１％「タカタ」,高田製薬,後発品,,,689,,
注射薬,1214405A1025,ロピバカイン塩酸塩水和物,０．２％１０ｍＬ１管,,,,アナペイン注２ｍｇ／ｍＬ,サンドファーマ,,先発品,○,287,,
注射薬,1214405A1033,ロピバカイン塩酸塩水和物,０．２％１０ｍＬ１管,,,,ロピバカイン塩酸塩０．２％注２０ｍｇ／１０ｍＬ「テルモ」,テルモ,後発品,,,93,,
注射薬,1214405A2021,ロピバカイン塩酸塩水和物,０．２％１００ｍＬ１袋,,,,アナペイン注２ｍｇ／ｍＬ,サンドファーマ,,先発品,○,2353,,
注射薬,1214405A2030,ロピバカイン塩酸塩水和物,０．２％１００ｍＬ１袋,,,,ロピバカイン塩酸塩０．２％注バッグ２００ｍｇ／１００ｍＬ「テルモ」,テルモ,後発品,,,924,,
注射薬,1214405A3028,ロピバカイン塩酸塩水和物,０．７５％１０ｍＬ１管,,,,アナペイン注７．５ｍｇ／ｍＬ,サンドファーマ,,先発品,○,520,,
注射薬,1214405A3036,ロピバカイン塩酸塩水和物,０．７５％１０ｍＬ１管,,,,ロピバカイン塩酸塩０．７５％注７５ｍｇ／１０ｍＬ「テルモ」,テルモ,後発品,,,259,,
注射薬,1214405A4024,ロピバカイン塩酸塩水和物,０．７５％２０ｍＬ１管,,,,アナペイン注７．５ｍｇ／ｍＬ,サンドファーマ,,先発品,○,940,,
注射薬,1214405A4032,ロピバカイン塩酸塩水和物,０．７５％２０ｍＬ１管,,,,ロピバカイン塩酸塩０．７５％注１５０ｍｇ／２０ｍＬ「テルモ」,テルモ,後発品,,,520,,
注射薬,1214405A5020,ロピバカイン塩酸塩水和物,１％１０ｍＬ１管,,,,アナペイン注１０ｍｇ／ｍＬ,サンドファーマ,,先発品,,640,,
注射薬,1214405A6027,ロピバカイン塩酸塩水和物,１％２０ｍＬ１管,,,,アナペイン注１０ｍｇ／ｍＬ,サンドファーマ,,先発品,,802,,
注射薬,1214406A1038,メピバカイン塩酸塩,０．５％５ｍＬ１管,局,,,メピバカイン塩酸塩注０．５％「日新」,日新製薬（山形）,,,,104,,
注射薬,1214406A2034,メピバカイン塩酸塩,０．５％１０ｍＬ１管,局,,,メピバカイン塩酸塩注０．５％「日新」,日新製薬（山形）,,,,104,,
注射薬,1214406A3030,メピバカイン塩酸塩,１％５ｍＬ１管,局,,,メピバカイン塩酸塩注１％「日新」,日新製薬（山形）,,,,104,,
注射薬,1214406A4037,メピバカイン塩酸塩,１％１０ｍＬ１管,局,,,メピバカイン塩酸塩注１％「日新」,日新製薬（山形）,,,,104,,
注射薬,1214406A5033,メピバカイン塩酸塩,２％５ｍＬ１管,局,,,メピバカイン塩酸塩注２％「日新」,日新製薬（山形）,,,,104,,
注射薬,1214406A6030,メピバカイン塩酸塩,２％１０ｍＬ１管,局,,,メピバカイン塩酸塩注２％「日新」,日新製薬（山形）,,,,104,,
注射薬,1214406G1030,メピバカイン塩酸塩,０．５％１０ｍＬ１筒,局,,,メピバカイン塩酸塩注射液０．５％シリンジ５０ｍｇ／１０ｍＬ「ＮＰ」,ニプロ,後発品,,,185,,
注射薬,1214406G2037,メピバカイン塩酸塩,１％１０ｍＬ１筒,局,,,メピバカイン塩酸塩注射液１％シリンジ１００ｍｇ／１０ｍＬ「ＮＰ」,ニプロ,後発品,,,149,,
注射薬,1214406G3033,メピバカイン塩酸塩,２％１０ｍＬ１筒,局,,,メピバカイン塩酸塩注射液２％シリンジ２００ｍｇ／１０ｍＬ「ＮＰ」,ニプロ,後発品,,,223,,
注射薬,1214407A1024,塩酸レボブピバカイン,２５ｍｇ１０ｍＬ１管,,,,ポプスカイン０．２５％注２５ｍｇ／１０ｍＬ,丸石製薬,,先発品,,241,,
注射薬,1214407A2020,塩酸レボブピバカイン,７５ｍｇ１０ｍＬ１管,,,,ポプスカイン０．７５％注７５ｍｇ／１０ｍＬ,丸石製薬,,先発品,,373,,
注射薬,1214407A3027,塩酸レボブピバカイン,１５０ｍｇ２０ｍＬ１管,,,,ポプスカイン０．７５％注１５０ｍｇ／２０ｍＬ,丸石製薬,,先発品,,679,,
注射薬,1214407A4023,塩酸レボブピバカイン,５０ｍｇ１０ｍＬ１管,,,,ポプスカイン０．５％注５０ｍｇ／１０ｍＬ,丸石製薬,,先発品,,410,,
注射薬,1214407G1027,塩酸レボブピバカイン,２５ｍｇ１０ｍＬ１筒,,,,ポプスカイン０．２５％注シリンジ２５ｍｇ／１０ｍＬ,丸石製薬,,先発品,,243,,
注射薬,1214407G2023,塩酸レボブピバカイン,７５ｍｇ１０ｍＬ１筒,,,,ポプスカイン０．７５％注シリンジ７５ｍｇ／１０ｍＬ,丸石製薬,,先発品,,548,,
注射薬,1214407G3020,塩酸レボブピバカイン,２５０ｍｇ１００ｍＬ１袋,,,,ポプスカイン０．２５％注バッグ２５０ｍｇ／１００ｍＬ,丸石製薬,,先発品,,882,,
注射薬,1214407G4026,塩酸レボブピバカイン,５０ｍｇ１０ｍＬ１筒,,,,ポプスカイン０．５％注シリンジ５０ｍｇ／１０ｍＬ,丸石製薬,,先発品,,489,,
注射薬,1224400A1010,スキサメトニウム塩化物水和物,２％１ｍＬ１管,局,,,スキサメトニウム塩化物注射液,,,,,94,,
注射薬,1224400A2017,スキサメトニウム塩化物水和物,２％２ｍＬ１管,局,,,スキサメトニウム塩化物注射液,,,,,136,,
注射薬,1224400A2050,スキサメトニウム塩化物水和物,２％２ｍＬ１管,,,,スキサメトニウム注４０「マルイシ」,丸石製薬,,,,379,,
注射薬,1224400A3013,スキサメトニウム塩化物水和物,２％５ｍＬ１管,局,,,スキサメトニウム塩化物注射液,,,,,240,,
注射薬,1224400A3056,スキサメトニウム塩化物水和物,２％５ｍＬ１管,,,,スキサメトニウム注１００「マルイシ」,丸石製薬,,,,706,,
注射薬,1224401X2014,スキサメトニウム塩化物水和物,２００ｍｇ１瓶（溶解液付）,局,,,注射用スキサメトニウム塩化物,,,,,185,,
注射薬,1229401A1089,プリジノールメシル酸塩,０．２％１ｍＬ１管,,,,ロキシーン注２ｍｇ,東菱薬品工業,,,,63,,
注射薬,1229402D1039,ダントロレンナトリウム水和物,２０ｍｇ１瓶,,,,ダントリウム静注用２０ｍｇ,オーファンパシフィック,,先発品,,8926,,
注射薬,1229404D1020,Ａ型ボツリヌス毒素,５０単位１瓶,,,,ボトックス注用５０単位,グラクソ・スミスクライン,,先発品,,31531,,
注射薬,1229404D2026,Ａ型ボツリヌス毒素,１００単位１瓶,,,,ボトックス注用１００単位,グラクソ・スミスクライン,,先発品,,55420,,
注射薬,1229405A1028,ロクロニウム臭化物,２５ｍｇ２．５ｍＬ１瓶,,,,エスラックス静注２５ｍｇ／２．５ｍＬ,ＭＳＤ,,先発品,,353,,
注射薬,1229405A1036,ロクロニウム臭化物,２５ｍｇ２．５ｍＬ１瓶,,,,ロクロニウム臭化物静注液２５ｍｇ／２．５ｍＬ「Ｆ」,富士製薬工業,,,,320,,
注射薬,1229405A1044,ロクロニウム臭化物,２５ｍｇ２．５ｍＬ１瓶,,,,ロクロニウム臭化物静注液２５ｍｇ／２．５ｍＬ「マルイシ」,丸石製薬,,,,385,,
注射薬,1229405A2024,ロクロニウム臭化物,５０ｍｇ５ｍＬ１瓶,,,,エスラックス静注５０ｍｇ／５．０ｍＬ,ＭＳＤ,,先発品,,488,,
注射薬,1229405A2032,ロクロニウム臭化物,５０ｍｇ５ｍＬ１瓶,,,,ロクロニウム臭化物静注液５０ｍｇ／５．０ｍＬ「Ｆ」,富士製薬工業,,,,415,,
注射薬,1229405A2040,ロクロニウム臭化物,５０ｍｇ５ｍＬ１瓶,,,,ロクロニウム臭化物静注液５０ｍｇ／５．０ｍＬ「マルイシ」,丸石製薬,,,,540,,
注射薬,1229407D1023,インコボツリヌストキシンＡ,５０単位１瓶,,,,ゼオマイン注用５０単位,帝人ファーマ,,先発品,,16660,,
注射薬,1229407D2020,インコボツリヌストキシンＡ,１００単位１瓶,,,,ゼオマイン注用１００単位,帝人ファーマ,,先発品,,32477,,
注射薬,1229407D3026,インコボツリヌストキシンＡ,２００単位１瓶,,,,ゼオマイン注用２００単位,帝人ファーマ,,先発品,,63484,,
注射薬,1229407E1029,インコボツリヌストキシンＡ,５０単位１瓶,,,,ゼオマイン筋注用５０単位,帝人ファーマ,,先発品,,16660,R9.3.31まで,
注射薬,1229407E2025,インコボツリヌストキシンＡ,１００単位１瓶,,,,ゼオマイン筋注用１００単位,帝人ファーマ,,先発品,,32477,R9.3.31まで,
注射薬,1229407E3021,インコボツリヌストキシンＡ,２００単位１瓶,,,,ゼオマイン筋注用２００単位,帝人ファーマ,,先発品,,63484,R9.3.31まで,
注射薬,1232400X1015,アセチルコリン塩化物,１００ｍｇ１管（溶解液付）,局,,,注射用アセチルコリン塩化物,,,,,482,,
注射薬,1233400A2016,ネオスチグミンメチル硫酸塩,０．０５％１ｍＬ１管,局,,,ネオスチグミンメチル硫酸塩注射液,,,,,104,,
注射薬,1233400A3012,ネオスチグミンメチル硫酸塩,０．０５％４ｍＬ１管,局,,,ネオスチグミンメチル硫酸塩注射液,,,,,214,,
注射薬,1233500G2025,ネオスチグミンメチル硫酸塩・アトロピン硫酸塩水和物,６ｍＬ１筒,,,,アトワゴリバース静注シリンジ６ｍＬ,テルモ,,先発品,,495,,
注射薬,1242401A1315,ブチルスコポラミン臭化物,２％１ｍＬ１管,,,,ブスコパン注２０ｍｇ,サノフィ,,,,63,,
注射薬,1242401A1366,ブチルスコポラミン臭化物,２％１ｍＬ１管,,,,ブチルスコポラミン臭化物注２０ｍｇ「ＮＰ」,ニプロ,後発品,,,86,,
注射薬,1242401A1382,ブチルスコポラミン臭化物,２％１ｍＬ１管,,,,ブチルスコポラミン臭化物注射液２０ｍｇ「タカタ」,高田製薬,後発品,,,63,,
注射薬,1242405A1011,アトロピン硫酸塩水和物,０．０５％１ｍＬ１管,局,,,アトロピン硫酸塩注射液,,,,,104,,
注射薬,1242406G1035,アトロピン硫酸塩水和物,０．０５％１ｍＬ１筒,,,,アトロピン注０．０５％シリンジ「テルモ」,テルモ,,,,300,,
注射薬,1243400A1016,パパベリン塩酸塩,４％１ｍＬ１管,局,,,パパベリン塩酸塩注射液,,,,,104,,
注射薬,1244400A1030,硫酸マグネシウム水和物・ブドウ糖,２０ｍＬ１管,,,,静注用マグネゾール２０ｍＬ,あすか製薬,,,,395,,
注射薬,1244401A1018,硫酸マグネシウム水和物,０．５モル２０ｍＬ１管,局,,,硫酸マグネシウム注射液,,,,,129,,
注射薬,1249400A1036,チメピジウム臭化物水和物,０．７５％１ｍＬ１管,,,,セスデン注７．５ｍｇ,ニプロ,,先発品,,89,,
注射薬,1249401A1022,バクロフェン,０．００５％１ｍＬ１管,,,,ギャバロン髄注０．００５％,第一三共,,先発品,,1159,,
注射薬,1249401A2029,バクロフェン,０．０５％２０ｍＬ１管,,,,ギャバロン髄注０．０５％,第一三共,,先発品,,23045,,
