販売名,成分名,規格,YJコード,メーカー,先発後発,局方,薬価,院外処方可否,判定根拠,廃止経過措置,廃止区分,備考
ナファモスタットメシル酸塩注用１０ｍｇ「トーワ」,ナファモスタットメシル酸塩,１０ｍｇ１瓶,3999407D1297,東和薬品,,,299,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用１０ｍｇ「ＡＹ」,ナファモスタットメシル酸塩,１０ｍｇ１瓶,3999407D1327,陽進堂ホールディングス,,,299,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用１０ｍｇ「ＮＩＧ」,ナファモスタットメシル酸塩,１０ｍｇ１瓶,3999407D1343,日医工岐阜工場,,,336,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用１０ｍｇ「ＹＤ」,ナファモスタットメシル酸塩,１０ｍｇ１瓶,3999407D1351,陽進堂ホールディングス,,,299,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,R8.4.15収載
注射用フサン５０,ナファモスタットメシル酸塩,５０ｍｇ１瓶,3999407D2021,日医工,先発品,,715,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタット注射用５０ｍｇ「ＳＷ」,ナファモスタットメシル酸塩,５０ｍｇ１瓶,3999407D2285,沢井製薬,,,650,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注用５０ｍｇ「トーワ」,ナファモスタットメシル酸塩,５０ｍｇ１瓶,3999407D2307,東和薬品,,,715,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用５０ｍｇ「ＡＹ」,ナファモスタットメシル酸塩,５０ｍｇ１瓶,3999407D2331,陽進堂ホールディングス,,,650,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用５０ｍｇ「ＮＩＧ」,ナファモスタットメシル酸塩,５０ｍｇ１瓶,3999407D2358,日医工岐阜工場,,,715,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用５０ｍｇ「ＹＤ」,ナファモスタットメシル酸塩,５０ｍｇ１瓶,3999407D2366,陽進堂ホールディングス,,,650,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,R8.4.15収載
ナファモスタットメシル酸塩注射用１００ｍｇ「ＡＹ」,ナファモスタットメシル酸塩,１００ｍｇ１瓶,3999407D3176,陽進堂ホールディングス,,,841,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用１００ｍｇ「ＮＩＧ」,ナファモスタットメシル酸塩,１００ｍｇ１瓶,3999407D3192,日医工岐阜工場,,,1138,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用１００ｍｇ「ＹＤ」,ナファモスタットメシル酸塩,１００ｍｇ１瓶,3999407D3206,陽進堂ホールディングス,,,841,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,R8.4.15収載
ナファモスタットメシル酸塩注射用１５０ｍｇ「ＡＹ」,ナファモスタットメシル酸塩,１５０ｍｇ１瓶,3999407D4032,陽進堂ホールディングス,,,1862,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ナファモスタットメシル酸塩注射用１５０ｍｇ「ＹＤ」,ナファモスタットメシル酸塩,１５０ｍｇ１瓶,3999407D4040,陽進堂ホールディングス,,,1862,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,R8.4.15収載
ヒアルロン酸ナトリウム関節注２５ｍｇ「日医工」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,3999408A1295,日医工,,局,258,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヒアルロン酸Ｎａ関節注２５ｍｇ「日新」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,3999408A1309,日新製薬（山形）,,局,258,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アルツディスポ関節注２５ｍｇ,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,3999408G1247,生化学工業,先発品,局,663,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ＮＰ」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,3999408G1395,ニプロ,,局,600,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「トーワ」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,3999408G1433,東和薬品,,局,393,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「明治」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,3999408G1441,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,局,600,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ツルハラ」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,3999408G1450,鶴原製薬,,局,600,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ＮＩＧ」,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,3999408G1468,日医工岐阜工場,,局,288,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アルギメート点滴静注１０％,Ｌ－グルタミン酸Ｌ－アルギニン,１０％２００ｍＬ１袋,3999409A2032,陽進堂ホールディングス,,,559,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ静注液２０ｍｇ「日医工」,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,3999411A1068,日医工,,局,312,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ静注液８０ｍｇ「日医工」,オザグレルナトリウム,８０ｍｇ８ｍＬ１管,3999411A2056,日医工,,局,636,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注液２０ｍｇ「ケミファ」,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,3999411A3079,日本薬品工業,,局,182,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注２０ｍｇ「ＩＰ」,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,3999411A3087,ネオクリティケア製薬,,局,175,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
オザグレルＮａ点滴静注液２０ｍｇ「トーワ」,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,3999411A3095,東和薬品,,局,320,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注液８０ｍｇ「ケミファ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,3999411A4075,日本薬品工業,,局,635,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注８０ｍｇ「ＩＰ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,3999411A4083,ネオクリティケア製薬,,局,607,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
オザグレルＮａ点滴静注液８０ｍｇ「トーワ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,3999411A4091,東和薬品,,局,641,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注液４０ｍｇ「ケミファ」,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,3999411A6078,日本薬品工業,,局,530,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注４０ｍｇ「ＩＰ」,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,3999411A6086,ネオクリティケア製薬,,局,349,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
オザグレルＮａ点滴静注液４０ｍｇ「トーワ」,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,3999411A6094,東和薬品,,局,355,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ静注液４０ｍｇ「日医工」,オザグレルナトリウム,４０ｍｇ４ｍＬ１管,3999411A9042,日医工,,局,338,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ注射用２０ｍｇ「ＳＷ」,オザグレルナトリウム,２０ｍｇ１瓶,3999411D1196,沢井製薬,,局,176,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ注射用４０ｍｇ「ＳＷ」,オザグレルナトリウム,４０ｍｇ１瓶,3999411D2079,沢井製薬,,局,346,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注２０ｍｇシリンジ「ＮＩＧ」,オザグレルナトリウム,２０ｍｇ０．５ｍＬ１筒,3999411G1044,日医工岐阜工場,,局,515,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注４０ｍｇシリンジ「ＮＩＧ」,オザグレルナトリウム,４０ｍｇ１ｍＬ１筒,3999411G2040,日医工岐阜工場,,局,744,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注８０ｍｇシリンジ「ＮＩＧ」,オザグレルナトリウム,８０ｍｇ２ｍＬ１筒,3999411G3047,日医工岐阜工場,,局,1494,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ注射液８０ｍｇシリンジ「サワイ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,3999411G4035,沢井製薬,,局,1494,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ注８０ｍｇシリンジ「ＩＰ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,3999411G4043,ネオクリティケア製薬,,局,911,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
オザグレルＮａ注８０ｍｇシリンジ「トーワ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,3999411G4051,東和薬品,,局,572,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注８０ｍｇバッグ「タカタ」,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,3999411G5066,高田製薬,,局,858,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注８０ｍｇバッグ「テルモ」,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,3999411G5074,テルモ,,局,881,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
オザグレルＮａ注射液２０ｍｇシリンジ「サワイ」,オザグレルナトリウム,２０ｍｇ１ｍＬ１筒,3999411G6020,沢井製薬,,局,515,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ注射液４０ｍｇシリンジ「サワイ」,オザグレルナトリウム,４０ｍｇ２ｍＬ１筒,3999411G7026,沢井製薬,,局,953,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オザグレルＮａ点滴静注８０ｍｇ／１００ｍＬバッグ「ＩＰ」,オザグレルナトリウム,８０ｍｇ１００ｍＬ１袋,3999411G8022,ネオクリティケア製薬,,局,863,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
オザグレルＮａ点滴静注８０ｍｇ「タカタ」,オザグレルナトリウム,８０ｍｇ４ｍＬ１瓶,3999411H1031,高田製薬,,局,647,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
カタクロット注射液４０ｍｇ,オザグレルナトリウム,４０ｍｇ５ｍＬ１管,3999411H3026,丸石製薬,先発品,局,644,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
